병원명,기관구분,주소,지역,위도,경도
해인정신건강상담센터,정신재활시설,"대구광역시 중구 명덕로 261, 2층",대구,35.8557990307992,128.598600695569
해찬솔,정신재활시설,"대전광역시 대덕구 대덕대로 1587, 금강로하스엘크루103-603호(석봉동)",대전,36.4534474443076,127.422093644024
해피하우스,정신재활시설,"인천광역시 연수구 한나루186번길54, 101호(옥련동)",인천,,
해피하우스 ,정신재활시설,"경기도 평택시 성동로 11번길 20-11, 하애빌라 2동 103호",경기,36.995587405181,127.091381375875
해피하우스다솜,정신재활시설,충청북도 충주시 대소원면 창현로 654-17,충청북도,36.913159793376,127.868048371281
햇살한줌,정신재활시설,대전광역시 대덕구 한남로 150번길 16(오정동),대전,36.3479492902026,127.413432408181
행복나무,정신재활시설,부산광역시 기장군 정관읍 정관로 583 대한빌딩 301호,부산,35.3211640318368,129.177766013311
행복샘,정신재활시설,경기도 수원시 권선구 정조로432 미영A 106동 107호 ,경기,37.2474693136438,127.014533989176
행복울타리,정신재활시설,대전광역시 대덕구 대전로 1387번길 28,대전,36.3779245519513,127.419704185724
행복을 만드는 집,정신재활시설,서울특별시 강북구 노해로 33길 29-3,서울,37.6462502318875,127.022827631761
행복의꿈,정신재활시설,충청남도 천안시 동남구 다가13길 17,충청남도,36.8019335229989,127.14305588876
행복이룸,정신재활시설,충청북도 청주시 흥덕구 오송읍 만수길 13-9 301호,충청북도,36.6242578809495,127.326158089323
행복자리,정신재활시설,경상북도 칠곡군 약목면 관호8길 28-18 101동 307호,경상북도,36.0016926816916,128.38806753102
행복정신건강센터,정신재활시설,서울특별시 강동구 진황도로119 4층 ,서울,37.5349128324106,127.139565994686
행복주는의원,기초정신건강복지센터,경기도 오산시 경기동로 59 보건소2층,경기,37.1593504641529,127.077846490738
행복한집,정신재활시설,"부산광역시 남구 용소로 64번길 49-1, 1층",부산,35.1314894983696,129.098488879319
행복한집,정신재활시설,대구광역시 남구 장전1길 149,대구,35.8406970057818,128.578748368295
행복한집,정신재활시설,전라북도 전주시 덕진구 인교로35-25 뉴도현빌 501호,전라북도,35.8255219331699,127.172276771513
행복한하루,정신재활시설,서울특별시 도봉구 시루봉로 15라길 7-7 301호(방학동),서울,37.6687305460552,127.03243371673
향기로운집,정신재활시설,경기도 수원시 권선구 세류3동 817-93번지2층,경기,37.2620031314767,127.019082956935
헤세드하우스 ,정신재활시설,경기도 포천시 소흘읍 광릉수목원로 664,경기,37.7720086159066,127.163757223591
혜광의료재단 충북병원,기초정신건강복지센터,충청북도 증평군 증평읍 보건복지로 64-1,충청북도,36.7742462134147,127.586726038751
혜광의료재단 충북병원,기초정신건강복지센터,충청북도 청주시 흥덕구 비하로15번길 16,충청북도,36.6285801162732,127.424267710044
혜민재활의집,정신재활시설,경기도 파주시 조리읍 문원길 263-6 밀레니엄 B-202,경기,37.7263027453362,126.812821945171
혜민재활의집2,정신재활시설,"경기도 파주시 조리읍 능안로 87, 303",경기,,
홀로서기,정신재활시설,경기도 수원시 권선구 세권로 221번길 24 1층,경기,37.2556914608334,127.029055919283
홍선군 정신건강복지센터,기초정신건강복지센터,충청남도 홍성군 홍성읍 문화로 106,충청남도,36.5966411927525,126.66306045113
홍성정신요양원,정신요양시설,충청남도 홍성군 홍성읍 대내길 97,충청남도,36.6127284766157,126.674468486004
홍천군자살예방센터,자살예방센터,강원도 홍천군 홍천읍 신장대로 5,강원,37.6902218742468,127.8772937235
화곡하늘샘,정신재활시설,"서울특별시 강서구 방화대로6 다길 10-12, 401호",서울,37.5556482108969,126.817538898049
화천군 정신건강복지센터,기초정신건강복지센터,강원도 화천군 화천읍 강변로 111,강원,38.1073827486505,127.709077959504
희망,정신재활시설,충청남도 천안시 동남구 고재 24길 5,충청남도,36.8056004076066,127.162295467058
희망빌,정신재활시설,"대구광역시 남구 봉덕로9길 84-2, 4층",대구,35.8483820004511,128.597115162595
희망의그루터기,정신재활시설,전라북도 군산시 둔배미길6-6,전라북도,35.9808666290902,126.714553809063
희망의쉼터,정신재활시설,전라북도 군산시 둔배미길6-2,전라북도,35.9809556706913,126.714553710169
희망의집,정신재활시설,경상북도 경산시 자인면 설총로 841-9,경상북도,35.8120485719135,128.826344319662
희망일터,정신재활시설,인천광역시 강화군 화도면 마니산로 359,인천,37.631439747378,126.454878023407
희망집,정신재활시설,경기도 오산시 경기동로 8번길 28 라동 102호,경기,37.1562818890175,127.074515834635
힐링타운,정신재활시설,대전광역시 대덕구 송촌남로55-12,대전,36.3562569910914,127.44381586504
힐링하우스,정신재활시설,"경기도 안산시 상록구 석호공원로 2길7, 401호(사동)",경기,37.3008156269759,126.849099848761
